danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.506,0.746,9,-13.57,0,0.0505,0.716,0.474,0.106,0.208,136.463,"audio_features","15pnHDaetu2ePOgcHcK6sn","spotify:track:15pnHDaetu2ePOgcHcK6sn","https://api.spotify.com/v1/tracks/15pnHDaetu2ePOgcHcK6sn","https://api.spotify.com/v1/audio-analysis/15pnHDaetu2ePOgcHcK6sn",229000,4
0.691,0.633,0,-6.277,1,0.0409,0.03,0.523,0.0646,0.604,89.995,"audio_features","3n9WOg1cccBbC0LpD37n1Q","spotify:track:3n9WOg1cccBbC0LpD37n1Q","https://api.spotify.com/v1/tracks/3n9WOg1cccBbC0LpD37n1Q","https://api.spotify.com/v1/audio-analysis/3n9WOg1cccBbC0LpD37n1Q",112000,4
0.836,0.72,1,-7.35,1,0.0658,0.374,0.014,0.121,0.852,109.918,"audio_features","1ghJQBNe1SAPmxWUCCl9kQ","spotify:track:1ghJQBNe1SAPmxWUCCl9kQ","https://api.spotify.com/v1/tracks/1ghJQBNe1SAPmxWUCCl9kQ","https://api.spotify.com/v1/audio-analysis/1ghJQBNe1SAPmxWUCCl9kQ",222787,4
0.822,0.902,6,-5.507,0,0.157,0.0744,0,0.34,0.904,157.083,"audio_features","7EuGZFVdv2TrzQ4zBiGtdP","spotify:track:7EuGZFVdv2TrzQ4zBiGtdP","https://api.spotify.com/v1/tracks/7EuGZFVdv2TrzQ4zBiGtdP","https://api.spotify.com/v1/audio-analysis/7EuGZFVdv2TrzQ4zBiGtdP",295800,4
0.417,0.0169,9,-32.795,1,0.0422,0.933,0.856,0.11,0.31,179.967,"audio_features","7cl3sLZRoooyREn7PYr04O","spotify:track:7cl3sLZRoooyREn7PYr04O","https://api.spotify.com/v1/tracks/7cl3sLZRoooyREn7PYr04O","https://api.spotify.com/v1/audio-analysis/7cl3sLZRoooyREn7PYr04O",195333,4
0.423,0.275,5,-19.642,1,0.0278,0.993,0.921,0.104,0.81,92.21,"audio_features","3pSXISgRfSJm7BqbAiELgw","spotify:track:3pSXISgRfSJm7BqbAiELgw","https://api.spotify.com/v1/tracks/3pSXISgRfSJm7BqbAiELgw","https://api.spotify.com/v1/audio-analysis/3pSXISgRfSJm7BqbAiELgw",81213,4
0.357,0.0773,5,-26.663,0,0.0473,0.995,0.936,0.102,0.325,182.682,"audio_features","04hCoNqvpPu0KnCsIdR5a1","spotify:track:04hCoNqvpPu0KnCsIdR5a1","https://api.spotify.com/v1/tracks/04hCoNqvpPu0KnCsIdR5a1","https://api.spotify.com/v1/audio-analysis/04hCoNqvpPu0KnCsIdR5a1",319800,4
0.318,0.15,6,-27.204,1,0.0372,0.991,0.914,0.111,0.646,134.378,"audio_features","7cPP1pW6hLIXA24NPiTdK1","spotify:track:7cPP1pW6hLIXA24NPiTdK1","https://api.spotify.com/v1/tracks/7cPP1pW6hLIXA24NPiTdK1","https://api.spotify.com/v1/audio-analysis/7cPP1pW6hLIXA24NPiTdK1",84800,4
0.316,0.00074,10,-42.93,1,0.0536,0.976,0.918,0.119,0.12,134.303,"audio_features","60gXc9whQELLwfk72KGDwB","spotify:track:60gXc9whQELLwfk72KGDwB","https://api.spotify.com/v1/tracks/60gXc9whQELLwfk72KGDwB","https://api.spotify.com/v1/audio-analysis/60gXc9whQELLwfk72KGDwB",208333,4
0.316,0.00074,10,-42.93,1,0.0536,0.976,0.918,0.119,0.12,134.303,"audio_features","5hJISFAykvKTLHlFSrcdDR","spotify:track:5hJISFAykvKTLHlFSrcdDR","https://api.spotify.com/v1/tracks/5hJISFAykvKTLHlFSrcdDR","https://api.spotify.com/v1/audio-analysis/5hJISFAykvKTLHlFSrcdDR",208333,4
0.444,0.832,10,-4.706,1,0.0365,0.000932,0.0000792,0.16,0.746,129.583,"audio_features","2OlKws6qYqWflfciKLGRXK","spotify:track:2OlKws6qYqWflfciKLGRXK","https://api.spotify.com/v1/tracks/2OlKws6qYqWflfciKLGRXK","https://api.spotify.com/v1/audio-analysis/2OlKws6qYqWflfciKLGRXK",230493,4
0.701,0.778,6,-6.15,1,0.0486,0.0368,0.00183,0.237,0.746,92.165,"audio_features","1nIejJhWClSPh9IjkD3H6Z","spotify:track:1nIejJhWClSPh9IjkD3H6Z","https://api.spotify.com/v1/tracks/1nIejJhWClSPh9IjkD3H6Z","https://api.spotify.com/v1/audio-analysis/1nIejJhWClSPh9IjkD3H6Z",167759,4
0.218,0.13,0,-18.383,1,0.0423,0.797,0.811,0.529,0.122,90.965,"audio_features","0VJ1uBGoq718YAQhwcnHGU","spotify:track:0VJ1uBGoq718YAQhwcnHGU","https://api.spotify.com/v1/tracks/0VJ1uBGoq718YAQhwcnHGU","https://api.spotify.com/v1/audio-analysis/0VJ1uBGoq718YAQhwcnHGU",337947,4
0.875,0.422,7,-7.423,1,0.0376,0.0399,0.000954,0.0498,0.594,111.864,"audio_features","64TjpXaotJoYlWQvf1AdSF","spotify:track:64TjpXaotJoYlWQvf1AdSF","https://api.spotify.com/v1/tracks/64TjpXaotJoYlWQvf1AdSF","https://api.spotify.com/v1/audio-analysis/64TjpXaotJoYlWQvf1AdSF",171867,4
0.545,0.421,6,-13.739,1,0.0449,0.493,0,0.0838,0.717,128.75,"audio_features","5CNdxdDDEjZGmf0ho9oMDb","spotify:track:5CNdxdDDEjZGmf0ho9oMDb","https://api.spotify.com/v1/tracks/5CNdxdDDEjZGmf0ho9oMDb","https://api.spotify.com/v1/audio-analysis/5CNdxdDDEjZGmf0ho9oMDb",192400,40.557,0.561,1,-14.792,1,0.0343,0.175,0.697,0.175,0.735,88.302,"audio_features","2MGgWJrDoR37STgzzVbbg0","spotify:track:2MGgWJrDoR37STgzzVbbg0","https://api.spotify.com/v1/tracks/2MGgWJrDoR37STgzzVbbg0","https://api.spotify.com/v1/audio-analysis/2MGgWJrDoR37STgzzVbbg0",147406,4
0.565,0.825,5,-13.765,1,0.0427,0.0249,0.951,0.0609,0.694,116.608,"audio_features","3b3jFw0n5dVbBkH3BSYCu0","spotify:track:3b3jFw0n5dVbBkH3BSYCu0","https://api.spotify.com/v1/tracks/3b3jFw0n5dVbBkH3BSYCu0","https://api.spotify.com/v1/audio-analysis/3b3jFw0n5dVbBkH3BSYCu0",108217,4
0.566,0.622,0,-11.355,1,0.0331,0.0134,0.00000216,0.201,0.973,153.154,"audio_features","65BpCKohkwzWLrtikKb1ZR","spotify:track:65BpCKohkwzWLrtikKb1ZR","https://api.spotify.com/v1/tracks/65BpCKohkwzWLrtikKb1ZR","https://api.spotify.com/v1/audio-analysis/65BpCKohkwzWLrtikKb1ZR",125087,4
0.607,0.666,4,-12.183,0,0.319,0.207,0,0.407,0.646,85.039,"audio_features","7a2IrC82WsfPNljShXa6DK","spotify:track:7a2IrC82WsfPNljShXa6DK","https://api.spotify.com/v1/tracks/7a2IrC82WsfPNljShXa6DK","https://api.spotify.com/v1/audio-analysis/7a2IrC82WsfPNljShXa6DK",147787,4
0.745,0.853,7,-4.484,1,0.135,0.000938,0.448,0.0551,0.524,128.013,"audio_features","69j9XSdGawtdo7ddDHoVQ8","spotify:track:69j9XSdGawtdo7ddDHoVQ8","https://api.spotify.com/v1/tracks/69j9XSdGawtdo7ddDHoVQ8","https://api.spotify.com/v1/audio-analysis/69j9XSdGawtdo7ddDHoVQ8",337500,4
0.728,0.902,10,-8.144,0,0.129,0.00833,0.706,0.131,0.835,126.52,"audio_features","5kKF9Hbr3oIMVZiEJ2kacX","spotify:track:5kKF9Hbr3oIMVZiEJ2kacX","https://api.spotify.com/v1/tracks/5kKF9Hbr3oIMVZiEJ2kacX","https://api.spotify.com/v1/audio-analysis/5kKF9Hbr3oIMVZiEJ2kacX",184267,4
0.843,0.83,7,-10.14,1,0.0658,0.00328,0.764,0.0671,0.153,123.959,"audio_features","298YNVOcmevHlHrLz9GBup","spotify:track:298YNVOcmevHlHrLz9GBup","https://api.spotify.com/v1/tracks/298YNVOcmevHlHrLz9GBup","https://api.spotify.com/v1/audio-analysis/298YNVOcmevHlHrLz9GBup",421338,4
0.427,0.399,8,-20.462,1,0.0435,0.587,0.931,0.119,0.0761,99.692,"audio_features","7n753x7xFrS6dUA1wnoNDm","spotify:track:7n753x7xFrS6dUA1wnoNDm","https://api.spotify.com/v1/tracks/7n753x7xFrS6dUA1wnoNDm","https://api.spotify.com/v1/audio-analysis/7n753x7xFrS6dUA1wnoNDm",377388,4
0.815,0.683,1,-10.42,1,0.0656,0.000832,0.914,0.11,0.351,120.977,"audio_features","2JqOZ7Dd0bgo7vFG72sOCs","spotify:track:2JqOZ7Dd0bgo7vFG72sOCs","https://api.spotify.com/v1/tracks/2JqOZ7Dd0bgo7vFG72sOCs","https://api.spotify.com/v1/audio-analysis/2JqOZ7Dd0bgo7vFG72sOCs",523635,4
0.772,0.856,8,-5.842,1,0.0467,0.00748,0.0141,0.0505,0.845,122.973,"audio_features","6SVrLXcCkVeWG8cEdbXlAj","spotify:track:6SVrLXcCkVeWG8cEdbXlAj","https://api.spotify.com/v1/tracks/6SVrLXcCkVeWG8cEdbXlAj","https://api.spotify.com/v1/audio-analysis/6SVrLXcCkVeWG8cEdbXlAj",271342,4
0.74,0.864,8,-5.536,1,0.0434,0.0104,0.00108,0.211,0.738,123.025,"audio_features","1UPRCc48mEduI6zKzd4sXJ","spotify:track:1UPRCc48mEduI6zKzd4sXJ","https://api.spotify.com/v1/tracks/1UPRCc48mEduI6zKzd4sXJ","https://api.spotify.com/v1/audio-analysis/1UPRCc48mEduI6zKzd4sXJ",214756,4
0.354,0.883,2,-4.508,1,0.416,0.0833,0,0.289,0.434,130.104,"audio_features","7bFnfukjbc6drQaqqV3AsB","spotify:track:7bFnfukjbc6drQaqqV3AsB","https://api.spotify.com/v1/tracks/7bFnfukjbc6drQaqqV3AsB","https://api.spotify.com/v1/audio-analysis/7bFnfukjbc6drQaqqV3AsB",283893,4
0.327,0.926,2,-2.737,1,0.406,0.112,0,0.289,0.373,145.631,"audio_features","03hun4CTP5G7EvUnSltNKh","spotify:track:03hun4CTP5G7EvUnSltNKh","https://api.spotify.com/v1/tracks/03hun4CTP5G7EvUnSltNKh","https://api.spotify.com/v1/audio-analysis/03hun4CTP5G7EvUnSltNKh",196347,4
0.402,0.826,8,-2.395,1,0.0759,0.208,0.000145,0.226,0.604,99.964,"audio_features","6QCCeL7eso8wjiwhjBi7nj","spotify:track:6QCCeL7eso8wjiwhjBi7nj","https://api.spotify.com/v1/tracks/6QCCeL7eso8wjiwhjBi7nj","https://api.spotify.com/v1/audio-analysis/6QCCeL7eso8wjiwhjBi7nj",186413,4
0.659,0.892,10,-4.349,0,0.421,0.208,0,0.173,0.764,80.79,"audio_features","2bbQrWe3TAqH6l6BJ4o9Cl","spotify:track:2bbQrWe3TAqH6l6BJ4o9Cl","https://api.spotify.com/v1/tracks/2bbQrWe3TAqH6l6BJ4o9Cl","https://api.spotify.com/v1/audio-analysis/2bbQrWe3TAqH6l6BJ4o9Cl",152653,4
0.399,0.834,7,-5.384,1,0.404,0.672,0,0.107,0.461,84.297,"audio_features","3eJZmUKzIZLjaL2Uf3LzqZ","spotify:track:3eJZmUKzIZLjaL2Uf3LzqZ","https://api.spotify.com/v1/tracks/3eJZmUKzIZLjaL2Uf3LzqZ","https://api.spotify.com/v1/audio-analysis/3eJZmUKzIZLjaL2Uf3LzqZ",227027,5
0.411,0.959,9,-2.004,1,0.52,0.163,0.000012,0.328,0.729,165.669,"audio_features","7IGe6tySp2QeWXCIIE4qSb","spotify:track:7IGe6tySp2QeWXCIIE4qSb","https://api.spotify.com/v1/tracks/7IGe6tySp2QeWXCIIE4qSb","https://api.spotify.com/v1/audio-analysis/7IGe6tySp2QeWXCIIE4qSb",225227,4
0.347,0.969,1,-0.907,1,0.345,0.241,0,0.261,0.365,102.129,"audio_features","6rDA91EwebCVCslD9hJ7kk","spotify:track:6rDA91EwebCVCslD9hJ7kk","https://api.spotify.com/v1/tracks/6rDA91EwebCVCslD9hJ7kk","https://api.spotify.com/v1/audio-analysis/6rDA91EwebCVCslD9hJ7kk",224693,5
0.457,0.859,6,-5.105,0,0.26,0.00388,0,0.35,0.185,143.148,"audio_features","7y9wSv2dIePKsDNz0627k7","spotify:track:7y9wSv2dIePKsDNz0627k7","https://api.spotify.com/v1/tracks/7y9wSv2dIePKsDNz0627k7","https://api.spotify.com/v1/audio-analysis/7y9wSv2dIePKsDNz0627k7",218880,4
0.353,0.945,1,-6.75,0,0.491,0.105,0.00000179,0.74,0.55,100.043,"audio_features","45exTSlFG3vOlh6BfsL6V0","spotify:track:45exTSlFG3vOlh6BfsL6V0","https://api.spotify.com/v1/tracks/45exTSlFG3vOlh6BfsL6V0","https://api.spotify.com/v1/audio-analysis/45exTSlFG3vOlh6BfsL6V0",158377,4
0.3,0.932,6,-3.324,0,0.402,0.112,0,0.104,0.541,78.206,"audio_features","0IeRFeIWXQotyMnH3NS05D","spotify:track:0IeRFeIWXQotyMnH3NS05D","https://api.spotify.com/v1/tracks/0IeRFeIWXQotyMnH3NS05D","https://api.spotify.com/v1/audio-analysis/0IeRFeIWXQotyMnH3NS05D",170133,4
0.585,0.747,7,-5.675,1,0.0407,0.0026,0.561,0.0678,0.198,106.006,"audio_features","69IghxTdjuLsnpP2iIVjmO","spotify:track:69IghxTdjuLsnpP2iIVjmO","https://api.spotify.com/v1/tracks/69IghxTdjuLsnpP2iIVjmO","https://api.spotify.com/v1/audio-analysis/69IghxTdjuLsnpP2iIVjmO",190189,4
0.655,0.863,5,-6.585,1,0.0845,0.00531,0.393,0.216,0.47,129.971,"audio_features","0CVImhAyu3jmpeUGLkJPB2","spotify:track:0CVImhAyu3jmpeUGLkJPB2","https://api.spotify.com/v1/tracks/0CVImhAyu3jmpeUGLkJPB2","https://api.spotify.com/v1/audio-analysis/0CVImhAyu3jmpeUGLkJPB2",306462,4
0.687,0.807,7,-7.664,0,0.0352,0.0426,0.829,0.116,0.565,128.011,"audio_features","70Kkrl0ewNelTBEGAeqq53","spotify:track:70Kkrl0ewNelTBEGAeqq53","https://api.spotify.com/v1/tracks/70Kkrl0ewNelTBEGAeqq53","https://api.spotify.com/v1/audio-analysis/70Kkrl0ewNelTBEGAeqq53",311250,4
0.694,0.717,9,-5.659,0,0.0529,0.0632,0.0612,0.0945,0.23,117.985,"audio_features","5Ld6A2RPwKzkT4ilMFmQKO","spotify:track:5Ld6A2RPwKzkT4ilMFmQKO","https://api.spotify.com/v1/tracks/5Ld6A2RPwKzkT4ilMFmQKO","https://api.spotify.com/v1/audio-analysis/5Ld6A2RPwKzkT4ilMFmQKO",349830,4
0.629,0.816,0,-5.476,1,0.0391,0.000269,0.914,0.115,0.418,117.98,"audio_features","3q2thiidNN3SHcJf5gqBL8","spotify:track:3q2thiidNN3SHcJf5gqBL8","https://api.spotify.com/v1/tracks/3q2thiidNN3SHcJf5gqBL8","https://api.spotify.com/v1/audio-analysis/3q2thiidNN3SHcJf5gqBL8",410847,4
0.633,0.874,7,-6.969,1,0.0314,0.283,0.831,0.089,0.343,104.016,"audio_features","53GmimfLZQHSeMgZodrhVh","spotify:track:53GmimfLZQHSeMgZodrhVh","https://api.spotify.com/v1/tracks/53GmimfLZQHSeMgZodrhVh","https://api.spotify.com/v1/audio-analysis/53GmimfLZQHSeMgZodrhVh",230769,4
0.607,0.777,7,-5.631,1,0.0408,0.00431,0.822,0.118,0.315,106.025,"audio_features","0nToPU5aV7wJXhYHG6tJ6B","spotify:track:0nToPU5aV7wJXhYHG6tJ6B","https://api.spotify.com/v1/tracks/0nToPU5aV7wJXhYHG6tJ6B","https://api.spotify.com/v1/audio-analysis/0nToPU5aV7wJXhYHG6tJ6B",513962,4
0.887,0.544,10,-10.186,0,0.106,0.0328,0.0958,0.0721,0.875,120.013,"audio_features","2iTOryEypqFb4P3myCNxpP","spotify:track:2iTOryEypqFb4P3myCNxpP","https://api.spotify.com/v1/tracks/2iTOryEypqFb4P3myCNxpP","https://api.spotify.com/v1/audio-analysis/2iTOryEypqFb4P3myCNxpP",356177,4
0.69,0.572,2,-9.879,1,0.0607,0.335,0,0.067,0.618,96.706,"audio_features","5xEz6KnfXCI40MMB0IWseN","spotify:track:5xEz6KnfXCI40MMB0IWseN","https://api.spotify.com/v1/tracks/5xEz6KnfXCI40MMB0IWseN","https://api.spotify.com/v1/audio-analysis/5xEz6KnfXCI40MMB0IWseN",263227,4
0.609,0.316,6,-9.799,0,0.0294,0.472,0.00000748,0.116,0.101,62.988,"audio_features","4HUnDQ6LaPM4xyBbe3GZEG","spotify:track:4HUnDQ6LaPM4xyBbe3GZEG","https://api.spotify.com/v1/tracks/4HUnDQ6LaPM4xyBbe3GZEG","https://api.spotify.com/v1/audio-analysis/4HUnDQ6LaPM4xyBbe3GZEG",194600,4
0.207,0.274,9,-11.4,0,0.035,0.842,0.0000538,0.0948,0.143,115.881,"audio_features","75cnA89rOua6BWu2CZfcSc","spotify:track:75cnA89rOua6BWu2CZfcSc","https://api.spotify.com/v1/tracks/75cnA89rOua6BWu2CZfcSc","https://api.spotify.com/v1/audio-analysis/75cnA89rOua6BWu2CZfcSc",261573,3
0.458,0.145,8,-13.504,0,0.029,0.949,0.000433,0.105,0.246,87.848,"audio_features","3do2K749I8bCCeYuYyLhpq","spotify:track:3do2K749I8bCCeYuYyLhpq","https://api.spotify.com/v1/tracks/3do2K749I8bCCeYuYyLhpq","https://api.spotify.com/v1/audio-analysis/3do2K749I8bCCeYuYyLhpq",284573,3
0.569,0.393,10,-10.965,1,0.0434,0.465,0.00577,0.175,0.488,151.727,"audio_features","1BcZFxr82a3XDGhtYSHQVz","spotify:track:1BcZFxr82a3XDGhtYSHQVz","https://api.spotify.com/v1/tracks/1BcZFxr82a3XDGhtYSHQVz","https://api.spotify.com/v1/audio-analysis/1BcZFxr82a3XDGhtYSHQVz",225027,4
0.306,0.0701,9,-13.227,0,0.037,0.956,0.00000256,0.13,0.32,109.696,"audio_features","7DVaII39Kvxest6jYCglp5","spotify:track:7DVaII39Kvxest6jYCglp5","https://api.spotify.com/v1/tracks/7DVaII39Kvxest6jYCglp5","https://api.spotify.com/v1/audio-analysis/7DVaII39Kvxest6jYCglp5",202213,4
0.406,0.124,7,-25.761,1,0.0466,0.944,0.866,0.0951,0.252,81.821,"audio_features","7nknKZjlEqWxHJg0AbX5Wb","spotify:track:7nknKZjlEqWxHJg0AbX5Wb","https://api.spotify.com/v1/tracks/7nknKZjlEqWxHJg0AbX5Wb","https://api.spotify.com/v1/audio-analysis/7nknKZjlEqWxHJg0AbX5Wb",280497,3
0.685,0.564,5,-8.465,1,0.314,0.491,0,0.308,0.541,130.04,"audio_features","7nfNd47yUnbQzJSP98BcQV","spotify:track:7nfNd47yUnbQzJSP98BcQV","https://api.spotify.com/v1/tracks/7nfNd47yUnbQzJSP98BcQV","https://api.spotify.com/v1/audio-analysis/7nfNd47yUnbQzJSP98BcQV",223713,4
0.774,0.488,11,-9.279,1,0.0833,0.253,0.542,0.158,0.141,90.543,"audio_features","0K6UTnv0aeSnxYBxSx6wWd","spotify:track:0K6UTnv0aeSnxYBxSx6wWd","https://api.spotify.com/v1/tracks/0K6UTnv0aeSnxYBxSx6wWd","https://api.spotify.com/v1/audio-analysis/0K6UTnv0aeSnxYBxSx6wWd",168025,4
0.205,0.000367,4,-4.522,1,0.0664,0.00601,0.558,0.162,0.501,77.296,"audio_features","0BfAwuTfGtGE8S1BF4nbKF","spotify:track:0BfAwuTfGtGE8S1BF4nbKF","https://api.spotify.com/v1/tracks/0BfAwuTfGtGE8S1BF4nbKF","https://api.spotify.com/v1/audio-analysis/0BfAwuTfGtGE8S1BF4nbKF",281651,4
0.469,0.815,1,-7.34,1,0.1,0.153,0.0644,0.0575,0.402,75.02,"audio_features","53Rf3bW4qD30MrF6upv40O","spotify:track:53Rf3bW4qD30MrF6upv40O","https://api.spotify.com/v1/tracks/53Rf3bW4qD30MrF6upv40O","https://api.spotify.com/v1/audio-analysis/53Rf3bW4qD30MrF6upv40O",209604,4
0.443,0.96,9,-4.846,0,0.0559,0.00209,0.584,0.366,0.339,150.002,"audio_features","7jfCoBFkJxYdzoo0vEgCaB","spotify:track:7jfCoBFkJxYdzoo0vEgCaB","https://api.spotify.com/v1/tracks/7jfCoBFkJxYdzoo0vEgCaB","https://api.spotify.com/v1/audio-analysis/7jfCoBFkJxYdzoo0vEgCaB",262000,4
0.46,0.964,2,-6.875,0,0.0521,0.0109,0.0000961,0.862,0.334,75.003,"audio_features","12GCjpgH4ynPrJrgghnHHV","spotify:track:12GCjpgH4ynPrJrgghnHHV","https://api.spotify.com/v1/tracks/12GCjpgH4ynPrJrgghnHHV","https://api.spotify.com/v1/audio-analysis/12GCjpgH4ynPrJrgghnHHV",178036,4
0.551,0.972,0,-3.984,1,0.0469,0.0328,0.89,0.375,0.401,149.944,"audio_features","2U1UgEf7BblKR9AHib1Di1","spotify:track:2U1UgEf7BblKR9AHib1Di1","https://api.spotify.com/v1/tracks/2U1UgEf7BblKR9AHib1Di1","https://api.spotify.com/v1/audio-analysis/2U1UgEf7BblKR9AHib1Di1",193600,4
0.341,0.891,7,-5.677,1,0.0816,0.000942,0.35,0.413,0.147,149.972,"audio_features","5q9t0DHsIaNBwKEnIJ9KkR","spotify:track:5q9t0DHsIaNBwKEnIJ9KkR","https://api.spotify.com/v1/tracks/5q9t0DHsIaNBwKEnIJ9KkR","https://api.spotify.com/v1/audio-analysis/5q9t0DHsIaNBwKEnIJ9KkR",198511,4
0.598,0.922,7,-3.62,0,0.0303,0.188,0.00000232,0.115,0.339,149.994,"audio_features","3QKPuYqmDgGWyYZXYer3UI","spotify:track:3QKPuYqmDgGWyYZXYer3UI","https://api.spotify.com/v1/tracks/3QKPuYqmDgGWyYZXYer3UI","https://api.spotify.com/v1/audio-analysis/3QKPuYqmDgGWyYZXYer3UI",274203,4
0.522,0.979,7,-4.618,1,0.0534,0.00697,0.213,0.0798,0.444,150.017,"audio_features","6gLhinrbmq3lOR1kGb40mp","spotify:track:6gLhinrbmq3lOR1kGb40mp","https://api.spotify.com/v1/tracks/6gLhinrbmq3lOR1kGb40mp","https://api.spotify.com/v1/audio-analysis/6gLhinrbmq3lOR1kGb40mp",364816,4
0.511,0.953,1,-6.666,1,0.0588,0.0523,0.108,0.357,0.151,75.002,"audio_features","4yzDGpuqNS7ptplgNNfXiW","spotify:track:4yzDGpuqNS7ptplgNNfXiW","https://api.spotify.com/v1/tracks/4yzDGpuqNS7ptplgNNfXiW","https://api.spotify.com/v1/audio-analysis/4yzDGpuqNS7ptplgNNfXiW",208000,4
0.567,0.924,8,-4.987,1,0.0527,0.336,0.0000291,0.345,0.148,149.932,"audio_features","5XrUMxDvR7K4GG3rX6hMwY","spotify:track:5XrUMxDvR7K4GG3rX6hMwY","https://api.spotify.com/v1/tracks/5XrUMxDvR7K4GG3rX6hMwY","https://api.spotify.com/v1/audio-analysis/5XrUMxDvR7K4GG3rX6hMwY",207504,4
0.499,0.908,8,-7.239,0,0.0423,0.0495,0.749,0.44,0.2,150.026,"audio_features","5SLWQTVyCv3F2QbYTpjjB8","spotify:track:5SLWQTVyCv3F2QbYTpjjB8","https://api.spotify.com/v1/tracks/5SLWQTVyCv3F2QbYTpjjB8","https://api.spotify.com/v1/audio-analysis/5SLWQTVyCv3F2QbYTpjjB8",206145,4
0.588,0.918,11,-7.436,0,0.0885,0.109,0.656,0.116,0.253,149.953,"audio_features","0QA9hlckpZuleCr3Er5ICs","spotify:track:0QA9hlckpZuleCr3Er5ICs","https://api.spotify.com/v1/tracks/0QA9hlckpZuleCr3Er5ICs","https://api.spotify.com/v1/audio-analysis/0QA9hlckpZuleCr3Er5ICs",372800,40.556,0.288,6,-10.695,1,0.044,0.938,0.000258,0.131,0.139,139.657,"audio_features","1riQLUsAxhNRDhRqCpU0kN","spotify:track:1riQLUsAxhNRDhRqCpU0kN","https://api.spotify.com/v1/tracks/1riQLUsAxhNRDhRqCpU0kN","https://api.spotify.com/v1/audio-analysis/1riQLUsAxhNRDhRqCpU0kN",143587,4
0.356,0.385,1,-10.697,1,0.0321,0.574,0.0292,0.0905,0.0809,91.999,"audio_features","1Z52kmX5ko24wT4wt8YhqR","spotify:track:1Z52kmX5ko24wT4wt8YhqR","https://api.spotify.com/v1/tracks/1Z52kmX5ko24wT4wt8YhqR","https://api.spotify.com/v1/audio-analysis/1Z52kmX5ko24wT4wt8YhqR",539785,4
0.279,0.834,9,-7.747,0,0.442,0.0378,0.00118,0.378,0.0277,122.129,"audio_features","55nqLJllGXZci1YKfm3evW","spotify:track:55nqLJllGXZci1YKfm3evW","https://api.spotify.com/v1/tracks/55nqLJllGXZci1YKfm3evW","https://api.spotify.com/v1/audio-analysis/55nqLJllGXZci1YKfm3evW",69533,4
0.771,0.571,1,-12.784,0,0.45,0.0639,0,0.329,0.733,124.073,"audio_features","1zKjr4OGdFtpiBUdTVNp1L","spotify:track:1zKjr4OGdFtpiBUdTVNp1L","https://api.spotify.com/v1/tracks/1zKjr4OGdFtpiBUdTVNp1L","https://api.spotify.com/v1/audio-analysis/1zKjr4OGdFtpiBUdTVNp1L",313783,4
0.722,0.848,7,-8.511,1,0.0362,0.0623,0.917,0.104,0.163,124.993,"audio_features","27i1dIODLYQkoii5HVgCHG","spotify:track:27i1dIODLYQkoii5HVgCHG","https://api.spotify.com/v1/tracks/27i1dIODLYQkoii5HVgCHG","https://api.spotify.com/v1/audio-analysis/27i1dIODLYQkoii5HVgCHG",460800,3
0,0.114,10,-12.76,0,0,0,0,0,0,0,"audio_features","09ImCEojdx24WGlUP57zcU","spotify:track:09ImCEojdx24WGlUP57zcU","https://api.spotify.com/v1/tracks/09ImCEojdx24WGlUP57zcU","https://api.spotify.com/v1/audio-analysis/09ImCEojdx24WGlUP57zcU",6000,0
0.573,0.769,1,-9.675,1,0.0431,0.102,0.308,0.0748,0.428,127.992,"audio_features","6TdNyAMvQTF2YpLnLlT0Zx","spotify:track:6TdNyAMvQTF2YpLnLlT0Zx","https://api.spotify.com/v1/tracks/6TdNyAMvQTF2YpLnLlT0Zx","https://api.spotify.com/v1/audio-analysis/6TdNyAMvQTF2YpLnLlT0Zx",360000,4
0.812,0.985,1,-6.983,1,0.047,0.217,0.874,0.101,0.393,127.006,"audio_features","7zOEqWnVDIGqHY74Fv61QV","spotify:track:7zOEqWnVDIGqHY74Fv61QV","https://api.spotify.com/v1/tracks/7zOEqWnVDIGqHY74Fv61QV","https://api.spotify.com/v1/audio-analysis/7zOEqWnVDIGqHY74Fv61QV",332598,5
0.67,0.83,7,-12.954,1,0.0393,0.165,0.855,0.112,0.0356,127.999,"audio_features","5ze3G0pDTzXGZ7C69Dut5H","spotify:track:5ze3G0pDTzXGZ7C69Dut5H","https://api.spotify.com/v1/tracks/5ze3G0pDTzXGZ7C69Dut5H","https://api.spotify.com/v1/audio-analysis/5ze3G0pDTzXGZ7C69Dut5H",330000,3
0.787,0.703,10,-5.2,0,0.288,0.0104,0,0.0719,0.407,127.775,"audio_features","2G7Bt0WbU5opazDCoGuvnw","spotify:track:2G7Bt0WbU5opazDCoGuvnw","https://api.spotify.com/v1/tracks/2G7Bt0WbU5opazDCoGuvnw","https://api.spotify.com/v1/audio-analysis/2G7Bt0WbU5opazDCoGuvnw",210077,4
0.524,0.94,7,-3.84,0,0.0525,0.0351,0.00143,0.241,0.628,87.485,"audio_features","4Vhxj4id1IlgYyv9MXu3fP","spotify:track:4Vhxj4id1IlgYyv9MXu3fP","https://api.spotify.com/v1/tracks/4Vhxj4id1IlgYyv9MXu3fP","https://api.spotify.com/v1/audio-analysis/4Vhxj4id1IlgYyv9MXu3fP",177960,4
