danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.651,0.214,5,-11.624,1,0.0416,0.987,0.000151,0.108,0.599,107.959,"audio_features","6dkQygBfZMrmcBYdio7Tc8","spotify:track:6dkQygBfZMrmcBYdio7Tc8","https://api.spotify.com/v1/tracks/6dkQygBfZMrmcBYdio7Tc8","https://api.spotify.com/v1/audio-analysis/6dkQygBfZMrmcBYdio7Tc8",191922,4
0.689,0.336,10,-11.551,1,0.0586,0.876,0.00014,0.116,0.501,116.97,"audio_features","7yt0ZEuFmZWcvD6895z9vq","spotify:track:7yt0ZEuFmZWcvD6895z9vq","https://api.spotify.com/v1/tracks/7yt0ZEuFmZWcvD6895z9vq","https://api.spotify.com/v1/audio-analysis/7yt0ZEuFmZWcvD6895z9vq",180846,4
0.643,0.276,3,-12.145,1,0.0395,0.991,0.0133,0.109,0.619,111.721,"audio_features","7cqD5BVAuiF5BBUEWgIt7V","spotify:track:7cqD5BVAuiF5BBUEWgIt7V","https://api.spotify.com/v1/tracks/7cqD5BVAuiF5BBUEWgIt7V","https://api.spotify.com/v1/audio-analysis/7cqD5BVAuiF5BBUEWgIt7V",176823,4
0.647,0.316,5,-12.944,1,0.0475,0.932,0.000762,0.112,0.569,118.485,"audio_features","6Wc6kYs2CxHHjrSP0GeGAs","spotify:track:6Wc6kYs2CxHHjrSP0GeGAs","https://api.spotify.com/v1/tracks/6Wc6kYs2CxHHjrSP0GeGAs","https://api.spotify.com/v1/audio-analysis/6Wc6kYs2CxHHjrSP0GeGAs",173349,4
0.617,0.213,10,-15.02,1,0.058,0.995,0.359,0.118,0.446,118.947,"audio_features","4uX5sDBNij5dewb6WNVE32","spotify:track:4uX5sDBNij5dewb6WNVE32","https://api.spotify.com/v1/tracks/4uX5sDBNij5dewb6WNVE32","https://api.spotify.com/v1/audio-analysis/4uX5sDBNij5dewb6WNVE32",187193,4
0.567,0.307,10,-11.53,1,0.0358,0.973,0,0.126,0.551,105.461,"audio_features","0GvL3c629fYJo1X8FINB8S","spotify:track:0GvL3c629fYJo1X8FINB8S","https://api.spotify.com/v1/tracks/0GvL3c629fYJo1X8FINB8S","https://api.spotify.com/v1/audio-analysis/0GvL3c629fYJo1X8FINB8S",177685,4
0.427,0.294,5,-13.779,1,0.0508,0.991,0.189,0.123,0.411,113.057,"audio_features","113AthYQeFHxkuiTYh371A","spotify:track:113AthYQeFHxkuiTYh371A","https://api.spotify.com/v1/tracks/113AthYQeFHxkuiTYh371A","https://api.spotify.com/v1/audio-analysis/113AthYQeFHxkuiTYh371A",182126,4
0.67,0.294,5,-12.575,1,0.044,0.992,0.000881,0.118,0.723,112.568,"audio_features","3Hkjj3KCltpS2DQHNG7eJY","spotify:track:3Hkjj3KCltpS2DQHNG7eJY","https://api.spotify.com/v1/tracks/3Hkjj3KCltpS2DQHNG7eJY","https://api.spotify.com/v1/audio-analysis/3Hkjj3KCltpS2DQHNG7eJY",169535,4
0.55,0.176,11,-14.948,1,0.0407,0.995,0.0025,0.172,0.484,95.326,"audio_features","4yLtJKzX9MVyb4MyoqST9y","spotify:track:4yLtJKzX9MVyb4MyoqST9y","https://api.spotify.com/v1/tracks/4yLtJKzX9MVyb4MyoqST9y","https://api.spotify.com/v1/audio-analysis/4yLtJKzX9MVyb4MyoqST9y",149264,4
0.54,0.147,10,-16.69,1,0.0443,0.996,0.247,0.113,0.396,108.033,"audio_features","7M1Mdwx7yxmm26UKdGlhP7","spotify:track:7M1Mdwx7yxmm26UKdGlhP7","https://api.spotify.com/v1/tracks/7M1Mdwx7yxmm26UKdGlhP7","https://api.spotify.com/v1/audio-analysis/7M1Mdwx7yxmm26UKdGlhP7",172774,4
0.601,0.126,9,-12.967,1,0.0496,0.992,0.0000052,0.116,0.329,98.292,"audio_features","41lXebQYlhPqsai8gEaH7B","spotify:track:41lXebQYlhPqsai8gEaH7B","https://api.spotify.com/v1/tracks/41lXebQYlhPqsai8gEaH7B","https://api.spotify.com/v1/audio-analysis/41lXebQYlhPqsai8gEaH7B",177633,4
0.604,0.134,4,-12.028,0,0.0484,0.992,0.00000514,0.164,0.468,111.72,"audio_features","6LL8hjNTEbmKwpUces0MMo","spotify:track:6LL8hjNTEbmKwpUces0MMo","https://api.spotify.com/v1/tracks/6LL8hjNTEbmKwpUces0MMo","https://api.spotify.com/v1/audio-analysis/6LL8hjNTEbmKwpUces0MMo",163344,4
0.753,0.699,6,-8.359,0,0.0481,0.204,0.00212,0.0998,0.856,137.011,"audio_features","7zps83KpIiYIUpS9mA0DHr","spotify:track:7zps83KpIiYIUpS9mA0DHr","https://api.spotify.com/v1/tracks/7zps83KpIiYIUpS9mA0DHr","https://api.spotify.com/v1/audio-analysis/7zps83KpIiYIUpS9mA0DHr",204814,4
0.564,0.991,11,-5.814,0,0.0603,0.00177,0.734,0.627,0.332,137.999,"audio_features","2AKkAn9uykyzcj7oRSc34M","spotify:track:2AKkAn9uykyzcj7oRSc34M","https://api.spotify.com/v1/tracks/2AKkAn9uykyzcj7oRSc34M","https://api.spotify.com/v1/audio-analysis/2AKkAn9uykyzcj7oRSc34M",400040,4
0.161,0.182,9,-15.499,1,0.0303,0.366,0.0000975,0.407,0.123,79.146,"audio_features","3VcRt2JBXhdOLwylpOxDtt","spotify:track:3VcRt2JBXhdOLwylpOxDtt","https://api.spotify.com/v1/tracks/3VcRt2JBXhdOLwylpOxDtt","https://api.spotify.com/v1/audio-analysis/3VcRt2JBXhdOLwylpOxDtt",185507,3
0.599,0.684,0,-3.835,0,0.046,0.138,0,0.235,0.657,149.997,"audio_features","39B0q9xCFpU47BAy938fXd","spotify:track:39B0q9xCFpU47BAy938fXd","https://api.spotify.com/v1/tracks/39B0q9xCFpU47BAy938fXd","https://api.spotify.com/v1/audio-analysis/39B0q9xCFpU47BAy938fXd",156822,4
0.698,0.874,4,-7.232,0,0.0307,0.0808,0.00000327,0.222,0.96,95.022,"audio_features","13QHQDzCnPI3FXnrluKSWS","spotify:track:13QHQDzCnPI3FXnrluKSWS","https://api.spotify.com/v1/tracks/13QHQDzCnPI3FXnrluKSWS","https://api.spotify.com/v1/audio-analysis/13QHQDzCnPI3FXnrluKSWS",190280,4
0.602,0.533,0,-6.316,1,0.0581,0.51,0,0.356,0.534,149.848,"audio_features","4bM2U6VgkpXFk3lNXoRYjG","spotify:track:4bM2U6VgkpXFk3lNXoRYjG","https://api.spotify.com/v1/tracks/4bM2U6VgkpXFk3lNXoRYjG","https://api.spotify.com/v1/audio-analysis/4bM2U6VgkpXFk3lNXoRYjG",279288,3
0.751,0.861,6,-8.746,1,0.042,0.001,0.664,0.28,0.607,120.022,"audio_features","6IfzbnO3UUD4rN73unShOQ","spotify:track:6IfzbnO3UUD4rN73unShOQ","https://api.spotify.com/v1/tracks/6IfzbnO3UUD4rN73unShOQ","https://api.spotify.com/v1/audio-analysis/6IfzbnO3UUD4rN73unShOQ",466010,4
0.51,0.783,2,-8.382,1,0.0263,0.0901,0.899,0.111,0.368,105.996,"audio_features","3gz6jCRwP9jauKeAJoNtVa","spotify:track:3gz6jCRwP9jauKeAJoNtVa","https://api.spotify.com/v1/tracks/3gz6jCRwP9jauKeAJoNtVa","https://api.spotify.com/v1/audio-analysis/3gz6jCRwP9jauKeAJoNtVa",274088,4
0.649,0.843,6,-8.259,0,0.0395,0.0302,0.945,0.194,0.215,105.998,"audio_features","7By49NRJv1146zABabfwK0","spotify:track:7By49NRJv1146zABabfwK0","https://api.spotify.com/v1/tracks/7By49NRJv1146zABabfwK0","https://api.spotify.com/v1/audio-analysis/7By49NRJv1146zABabfwK0",334023,4
0.865,0.576,1,-12.115,1,0.101,0.00127,0.867,0.111,0.141,120.001,"audio_features","0bI2Ptom29d5mcMxvHMq59","spotify:track:0bI2Ptom29d5mcMxvHMq59","https://api.spotify.com/v1/tracks/0bI2Ptom29d5mcMxvHMq59","https://api.spotify.com/v1/audio-analysis/0bI2Ptom29d5mcMxvHMq59",470000,4
0.218,0.704,7,-4.224,0,0.0387,0.536,0.000486,0.347,0.166,77.612,"audio_features","3Yh2wx3b6oQfKeOboDaySI","spotify:track:3Yh2wx3b6oQfKeOboDaySI","https://api.spotify.com/v1/tracks/3Yh2wx3b6oQfKeOboDaySI","https://api.spotify.com/v1/audio-analysis/3Yh2wx3b6oQfKeOboDaySI",136760,3
0.426,0.997,4,-2.487,0,0.06,0.015,0.00000294,0.116,0.583,91.723,"audio_features","6I71rwAznYLuu7EG0CsbIG","spotify:track:6I71rwAznYLuu7EG0CsbIG","https://api.spotify.com/v1/tracks/6I71rwAznYLuu7EG0CsbIG","https://api.spotify.com/v1/audio-analysis/6I71rwAznYLuu7EG0CsbIG",177320,4
0.397,0.995,0,-2.548,1,0.161,0.0507,0.113,0.593,0.397,175.873,"audio_features","1vKbI3TcwiS6hyLlJAcirv","spotify:track:1vKbI3TcwiS6hyLlJAcirv","https://api.spotify.com/v1/tracks/1vKbI3TcwiS6hyLlJAcirv","https://api.spotify.com/v1/audio-analysis/1vKbI3TcwiS6hyLlJAcirv",161000,4
0.459,0.987,0,-2.906,1,0.0815,0.102,0.00144,0.399,0.811,137.999,"audio_features","2rYAodZfHO6hVE1tnJ5OT5","spotify:track:2rYAodZfHO6hVE1tnJ5OT5","https://api.spotify.com/v1/tracks/2rYAodZfHO6hVE1tnJ5OT5","https://api.spotify.com/v1/audio-analysis/2rYAodZfHO6hVE1tnJ5OT5",145400,3
0.164,0.994,10,-2.862,1,0.132,0.036,0.0157,0.156,0.118,178.923,"audio_features","73EQM6YB2SptSTJNWjS8Cf","spotify:track:73EQM6YB2SptSTJNWjS8Cf","https://api.spotify.com/v1/tracks/73EQM6YB2SptSTJNWjS8Cf","https://api.spotify.com/v1/audio-analysis/73EQM6YB2SptSTJNWjS8Cf",196773,4
0.337,0.912,2,-4.905,1,0.115,0.0165,0.00199,0.105,0.11,139.549,"audio_features","2sgRwafdkZnOCtLK61zGey","spotify:track:2sgRwafdkZnOCtLK61zGey","https://api.spotify.com/v1/tracks/2sgRwafdkZnOCtLK61zGey","https://api.spotify.com/v1/audio-analysis/2sgRwafdkZnOCtLK61zGey",217280,4
0.249,0.958,0,-2.674,1,0.0639,0.0142,0.00131,0.622,0.477,174.055,"audio_features","1iGiG2jsQFwv1TFXXhFHz3","spotify:track:1iGiG2jsQFwv1TFXXhFHz3","https://api.spotify.com/v1/tracks/1iGiG2jsQFwv1TFXXhFHz3","https://api.spotify.com/v1/audio-analysis/1iGiG2jsQFwv1TFXXhFHz3",160027,4
0.545,0.944,0,-2.725,1,0.139,0.0102,0.0797,0.167,0.682,102.853,"audio_features","6nnWv1R4ABUePvR95qCBXe","spotify:track:6nnWv1R4ABUePvR95qCBXe","https://api.spotify.com/v1/tracks/6nnWv1R4ABUePvR95qCBXe","https://api.spotify.com/v1/audio-analysis/6nnWv1R4ABUePvR95qCBXe",165600,4
0.386,0.986,9,-3.815,1,0.1,0.00579,0.135,0.448,0.136,134.223,"audio_features","4VU5t6ss98nCzXIaWL760j","spotify:track:4VU5t6ss98nCzXIaWL760j","https://api.spotify.com/v1/tracks/4VU5t6ss98nCzXIaWL760j","https://api.spotify.com/v1/audio-analysis/4VU5t6ss98nCzXIaWL760j",199960,3
0.417,0.969,9,-2.971,0,0.161,0.00609,0.00913,0.166,0.234,96,"audio_features","2YRvNj1Ikif6vp5iYHCChW","spotify:track:2YRvNj1Ikif6vp5iYHCChW","https://api.spotify.com/v1/tracks/2YRvNj1Ikif6vp5iYHCChW","https://api.spotify.com/v1/audio-analysis/2YRvNj1Ikif6vp5iYHCChW",180573,4
0.164,0.994,10,-2.862,1,0.132,0.036,0.0157,0.156,0.118,178.923,"audio_features","7h3AVROEZZ3WyHDu8tNWn1","spotify:track:7h3AVROEZZ3WyHDu8tNWn1","https://api.spotify.com/v1/tracks/7h3AVROEZZ3WyHDu8tNWn1","https://api.spotify.com/v1/audio-analysis/7h3AVROEZZ3WyHDu8tNWn1",196773,40.188,0.849,0,-2.368,1,0.0676,0.563,0.000484,0.133,0.111,195.626,"audio_features","2QmpKE2705nHPp1t3goYV4","spotify:track:2QmpKE2705nHPp1t3goYV4","https://api.spotify.com/v1/tracks/2QmpKE2705nHPp1t3goYV4","https://api.spotify.com/v1/audio-analysis/2QmpKE2705nHPp1t3goYV4",188475,4
0.282,0.722,9,-6.262,0,0.0445,0.776,0.94,0.209,0.267,152.628,"audio_features","3WolOh3lzhQKITXHAEVTya","spotify:track:3WolOh3lzhQKITXHAEVTya","https://api.spotify.com/v1/tracks/3WolOh3lzhQKITXHAEVTya","https://api.spotify.com/v1/audio-analysis/3WolOh3lzhQKITXHAEVTya",220239,4
0.362,0.267,9,-14.299,1,0.0309,0.873,0.0265,0.209,0.411,172.814,"audio_features","0zgCsf5FM1L0eF4gkidP7t","spotify:track:0zgCsf5FM1L0eF4gkidP7t","https://api.spotify.com/v1/tracks/0zgCsf5FM1L0eF4gkidP7t","https://api.spotify.com/v1/audio-analysis/0zgCsf5FM1L0eF4gkidP7t",159688,3
0.302,0.616,4,-5.942,1,0.0285,0.494,0.0000357,0.298,0.226,178.63,"audio_features","7vwBrpdRu3Vz2i3ejgc9D6","spotify:track:7vwBrpdRu3Vz2i3ejgc9D6","https://api.spotify.com/v1/tracks/7vwBrpdRu3Vz2i3ejgc9D6","https://api.spotify.com/v1/audio-analysis/7vwBrpdRu3Vz2i3ejgc9D6",265431,4
0.588,0.757,0,-4.797,1,0.0399,0.0527,0,0.131,0.781,128.456,"audio_features","6yH9zZs3gcCeRQveVmnK49","spotify:track:6yH9zZs3gcCeRQveVmnK49","https://api.spotify.com/v1/tracks/6yH9zZs3gcCeRQveVmnK49","https://api.spotify.com/v1/audio-analysis/6yH9zZs3gcCeRQveVmnK49",138920,4
0.549,0.361,7,-11.392,1,0.0306,0.83,0.00669,0.576,0.524,156.083,"audio_features","3LsPl7otX7dnA5eSkv2moH","spotify:track:3LsPl7otX7dnA5eSkv2moH","https://api.spotify.com/v1/tracks/3LsPl7otX7dnA5eSkv2moH","https://api.spotify.com/v1/audio-analysis/3LsPl7otX7dnA5eSkv2moH",212194,3
0.488,0.743,4,-6.768,0,0.0284,0.00871,0.0712,0.119,0.226,108.873,"audio_features","6eMUohYmKhwgRmA4mS4fWQ","spotify:track:6eMUohYmKhwgRmA4mS4fWQ","https://api.spotify.com/v1/tracks/6eMUohYmKhwgRmA4mS4fWQ","https://api.spotify.com/v1/audio-analysis/6eMUohYmKhwgRmA4mS4fWQ",183799,4
0.215,0.659,10,-5.044,1,0.0347,0.77,0.000537,0.102,0.0821,176.125,"audio_features","3aie2Nv0X4388lDZsMIIyd","spotify:track:3aie2Nv0X4388lDZsMIIyd","https://api.spotify.com/v1/tracks/3aie2Nv0X4388lDZsMIIyd","https://api.spotify.com/v1/audio-analysis/3aie2Nv0X4388lDZsMIIyd",220396,4
0.542,0.888,0,-4.806,1,0.0299,0.0105,0.0921,0.175,0.528,146.391,"audio_features","3kJcWSv2KZwEkxBgGvWBD1","spotify:track:3kJcWSv2KZwEkxBgGvWBD1","https://api.spotify.com/v1/tracks/3kJcWSv2KZwEkxBgGvWBD1","https://api.spotify.com/v1/audio-analysis/3kJcWSv2KZwEkxBgGvWBD1",99319,4
0.407,0.559,9,-5.531,0,0.0323,0.0944,0,0.0847,0.103,139.745,"audio_features","7sD7xdI6PjpHEVJf99qwxH","spotify:track:7sD7xdI6PjpHEVJf99qwxH","https://api.spotify.com/v1/tracks/7sD7xdI6PjpHEVJf99qwxH","https://api.spotify.com/v1/audio-analysis/7sD7xdI6PjpHEVJf99qwxH",211384,4
0.56,0.467,4,-5.523,1,0.0254,0.813,0.0000803,0.0943,0.37,90.579,"audio_features","5ypzF4rPJQWWs1LqvNgQ6I","spotify:track:5ypzF4rPJQWWs1LqvNgQ6I","https://api.spotify.com/v1/tracks/5ypzF4rPJQWWs1LqvNgQ6I","https://api.spotify.com/v1/audio-analysis/5ypzF4rPJQWWs1LqvNgQ6I",218646,4
0.853,0.633,10,-7.351,0,0.423,0.319,0,0.116,0.141,155.893,"audio_features","3toOSEyqzi33KN7kpKThlV","spotify:track:3toOSEyqzi33KN7kpKThlV","https://api.spotify.com/v1/tracks/3toOSEyqzi33KN7kpKThlV","https://api.spotify.com/v1/audio-analysis/3toOSEyqzi33KN7kpKThlV",257240,4
0.763,0.785,10,-5.301,0,0.26,0.27,0,0.722,0.569,135.046,"audio_features","6LqGL5iajok5AanI8xYApW","spotify:track:6LqGL5iajok5AanI8xYApW","https://api.spotify.com/v1/tracks/6LqGL5iajok5AanI8xYApW","https://api.spotify.com/v1/audio-analysis/6LqGL5iajok5AanI8xYApW",658799,4
0.51,0.229,11,-19.726,1,0.0447,0.739,0,0.134,0.378,113.169,"audio_features","6d53ECsXIJanLby2EcLmPC","spotify:track:6d53ECsXIJanLby2EcLmPC","https://api.spotify.com/v1/tracks/6d53ECsXIJanLby2EcLmPC","https://api.spotify.com/v1/audio-analysis/6d53ECsXIJanLby2EcLmPC",49920,4
0.412,0.977,8,-4.094,1,0.075,0.000109,0.0000581,0.0654,0.345,165.122,"audio_features","0fC8X5wc1waDSHO5f5IlBP","spotify:track:0fC8X5wc1waDSHO5f5IlBP","https://api.spotify.com/v1/tracks/0fC8X5wc1waDSHO5f5IlBP","https://api.spotify.com/v1/audio-analysis/0fC8X5wc1waDSHO5f5IlBP",229867,4
0.59,0.843,4,-5.33,0,0.193,0.0419,0,0.365,0.683,150.041,"audio_features","30KMTH0k7yqSeQFIPKpxjR","spotify:track:30KMTH0k7yqSeQFIPKpxjR","https://api.spotify.com/v1/tracks/30KMTH0k7yqSeQFIPKpxjR","https://api.spotify.com/v1/audio-analysis/30KMTH0k7yqSeQFIPKpxjR",190008,4
0.386,0.19,4,-15.628,0,0.0455,0.674,0.702,0.11,0.28,90.212,"audio_features","2PMU3RR7afw5xgvWm03fja","spotify:track:2PMU3RR7afw5xgvWm03fja","https://api.spotify.com/v1/tracks/2PMU3RR7afw5xgvWm03fja","https://api.spotify.com/v1/audio-analysis/2PMU3RR7afw5xgvWm03fja",188919,4
0.89,0.666,0,-9.8,0,0.0891,0.625,0.00000969,0.266,0.955,102.013,"audio_features","6mSFVFNbPEWo2zTSHY5WrI","spotify:track:6mSFVFNbPEWo2zTSHY5WrI","https://api.spotify.com/v1/tracks/6mSFVFNbPEWo2zTSHY5WrI","https://api.spotify.com/v1/audio-analysis/6mSFVFNbPEWo2zTSHY5WrI",214802,4
0.673,0.407,8,-24.453,1,0.752,0.936,0.121,0.043,0.764,76.556,"audio_features","4ODLMaWc5cGnQYBqKJor5T","spotify:track:4ODLMaWc5cGnQYBqKJor5T","https://api.spotify.com/v1/tracks/4ODLMaWc5cGnQYBqKJor5T","https://api.spotify.com/v1/audio-analysis/4ODLMaWc5cGnQYBqKJor5T",32893,3
0.384,0.923,4,-4.681,1,0.108,0.0041,0.0000807,0.589,0.542,161.481,"audio_features","2dFHCxcYdZ1SK3uWtxDlNK","spotify:track:2dFHCxcYdZ1SK3uWtxDlNK","https://api.spotify.com/v1/tracks/2dFHCxcYdZ1SK3uWtxDlNK","https://api.spotify.com/v1/audio-analysis/2dFHCxcYdZ1SK3uWtxDlNK",162920,1
0.251,0.579,8,-6.911,1,0.0351,0.000692,0.785,0.102,0.17,197.098,"audio_features","49sZUcZRPwo1ltkeit42uK","spotify:track:49sZUcZRPwo1ltkeit42uK","https://api.spotify.com/v1/tracks/49sZUcZRPwo1ltkeit42uK","https://api.spotify.com/v1/audio-analysis/49sZUcZRPwo1ltkeit42uK",235200,3
0.583,0.798,1,-5.945,1,0.293,0.208,0,0.155,0.755,140.393,"audio_features","71Juo5B7f2Vnw4EeYETHwp","spotify:track:71Juo5B7f2Vnw4EeYETHwp","https://api.spotify.com/v1/tracks/71Juo5B7f2Vnw4EeYETHwp","https://api.spotify.com/v1/audio-analysis/71Juo5B7f2Vnw4EeYETHwp",309029,4
0.776,0.618,5,-8.036,0,0.427,0.147,0,0.527,0.743,139.797,"audio_features","4IqJFCoDzRTmGN6U1cDYXY","spotify:track:4IqJFCoDzRTmGN6U1cDYXY","https://api.spotify.com/v1/tracks/4IqJFCoDzRTmGN6U1cDYXY","https://api.spotify.com/v1/audio-analysis/4IqJFCoDzRTmGN6U1cDYXY",296934,4
0.665,0.857,7,-6.971,1,0.284,0.0406,0,0.426,0.701,116.218,"audio_features","4OVBrj7UuX5Pr2FbXAC5S5","spotify:track:4OVBrj7UuX5Pr2FbXAC5S5","https://api.spotify.com/v1/tracks/4OVBrj7UuX5Pr2FbXAC5S5","https://api.spotify.com/v1/audio-analysis/4OVBrj7UuX5Pr2FbXAC5S5",244376,4
0.504,0.401,7,-3.841,1,0.0356,0.958,0,0.141,0.522,103.755,"audio_features","1lnkzr5jU0M6R8EH9pydbt","spotify:track:1lnkzr5jU0M6R8EH9pydbt","https://api.spotify.com/v1/tracks/1lnkzr5jU0M6R8EH9pydbt","https://api.spotify.com/v1/audio-analysis/1lnkzr5jU0M6R8EH9pydbt",579240,3
0.249,0.455,1,-15.713,1,0.0792,0.885,0.955,0.185,0.0823,86.878,"audio_features","5hiua7eZB2Hh4T9tRi7Rs5","spotify:track:5hiua7eZB2Hh4T9tRi7Rs5","https://api.spotify.com/v1/tracks/5hiua7eZB2Hh4T9tRi7Rs5","https://api.spotify.com/v1/audio-analysis/5hiua7eZB2Hh4T9tRi7Rs5",73942,3
0.274,0.172,9,-19.488,0,0.0395,0.978,0.983,0.287,0.101,92.946,"audio_features","0EDj1FTwQ1MxKc3HTWOsDj","spotify:track:0EDj1FTwQ1MxKc3HTWOsDj","https://api.spotify.com/v1/tracks/0EDj1FTwQ1MxKc3HTWOsDj","https://api.spotify.com/v1/audio-analysis/0EDj1FTwQ1MxKc3HTWOsDj",214333,4
0.912,0.861,7,-6.184,1,0.17,0.0846,0.172,0.222,0.642,107.029,"audio_features","4tjfZe3Olym54E5Y3WO5eF","spotify:track:4tjfZe3Olym54E5Y3WO5eF","https://api.spotify.com/v1/tracks/4tjfZe3Olym54E5Y3WO5eF","https://api.spotify.com/v1/audio-analysis/4tjfZe3Olym54E5Y3WO5eF",239811,4
0.706,0.177,7,-23.436,1,0.431,0.307,0.692,0.0937,0.418,72.068,"audio_features","5fdm8mW5kmjxZvSUSEgq97","spotify:track:5fdm8mW5kmjxZvSUSEgq97","https://api.spotify.com/v1/tracks/5fdm8mW5kmjxZvSUSEgq97","https://api.spotify.com/v1/audio-analysis/5fdm8mW5kmjxZvSUSEgq97",165960,4
0.689,0.55,9,-16.268,0,0.102,0.826,0.00868,0.0507,0.875,159.822,"audio_features","4C5zfK0dUjOjcCbMIZuyQK","spotify:track:4C5zfK0dUjOjcCbMIZuyQK","https://api.spotify.com/v1/tracks/4C5zfK0dUjOjcCbMIZuyQK","https://api.spotify.com/v1/audio-analysis/4C5zfK0dUjOjcCbMIZuyQK",149400,4
0.368,0.874,4,-6.451,1,0.118,0.000116,0.00000339,0.0842,0.456,158.665,"audio_features","5DgKMNzYe7itOGqW4p5dkH","spotify:track:5DgKMNzYe7itOGqW4p5dkH","https://api.spotify.com/v1/tracks/5DgKMNzYe7itOGqW4p5dkH","https://api.spotify.com/v1/audio-analysis/5DgKMNzYe7itOGqW4p5dkH",181880,4
0.487,0.728,8,-7.047,1,0.332,0.0468,0.0000361,0.192,0.323,141.253,"audio_features","2q9oLrGWpEfcDf2j0Z4msT","spotify:track:2q9oLrGWpEfcDf2j0Z4msT","https://api.spotify.com/v1/tracks/2q9oLrGWpEfcDf2j0Z4msT","https://api.spotify.com/v1/audio-analysis/2q9oLrGWpEfcDf2j0Z4msT",227370,4
0.7,0.769,7,-5.915,1,0.0463,0.524,0,0.307,0.868,110.117,"audio_features","4xniicYU1824TRkUMZWvhs","spotify:track:4xniicYU1824TRkUMZWvhs","https://api.spotify.com/v1/tracks/4xniicYU1824TRkUMZWvhs","https://api.spotify.com/v1/audio-analysis/4xniicYU1824TRkUMZWvhs",186307,4
0.478,0.674,0,-6.849,1,0.03,0.0541,0.00000723,0.333,0.654,142.083,"audio_features","6TXqcju9oC7W1FTj7bXtSf","spotify:track:6TXqcju9oC7W1FTj7bXtSf","https://api.spotify.com/v1/tracks/6TXqcju9oC7W1FTj7bXtSf","https://api.spotify.com/v1/audio-analysis/6TXqcju9oC7W1FTj7bXtSf",221547,4
0.431,0.753,4,-5.871,1,0.0431,0.358,0,0.301,0.79,180.339,"audio_features","4azXuT8EqIOyYqSVdLa6IY","spotify:track:4azXuT8EqIOyYqSVdLa6IY","https://api.spotify.com/v1/tracks/4azXuT8EqIOyYqSVdLa6IY","https://api.spotify.com/v1/audio-analysis/4azXuT8EqIOyYqSVdLa6IY",198187,3
0.519,0.615,4,-6.192,1,0.0255,0.0468,0.000022,0.143,0.705,90.024,"audio_features","1GPUBp6qA6uUjRcXuYxGPd","spotify:track:1GPUBp6qA6uUjRcXuYxGPd","https://api.spotify.com/v1/tracks/1GPUBp6qA6uUjRcXuYxGPd","https://api.spotify.com/v1/audio-analysis/1GPUBp6qA6uUjRcXuYxGPd",208040,4
0.578,0.667,0,-6.66,1,0.0262,0.333,0.00000846,0.164,0.714,100.034,"audio_features","3EbE2JaBc7nQR2tVx9yD3V","spotify:track:3EbE2JaBc7nQR2tVx9yD3V","https://api.spotify.com/v1/tracks/3EbE2JaBc7nQR2tVx9yD3V","https://api.spotify.com/v1/audio-analysis/3EbE2JaBc7nQR2tVx9yD3V",436947,4
0.625,0.771,2,-7.342,1,0.0344,0.0405,0.00000188,0.206,0.665,117.155,"audio_features","0EWm52aY9uFobsFwB3gZfL","spotify:track:0EWm52aY9uFobsFwB3gZfL","https://api.spotify.com/v1/tracks/0EWm52aY9uFobsFwB3gZfL","https://api.spotify.com/v1/audio-analysis/0EWm52aY9uFobsFwB3gZfL",210640,4
0.411,0.786,4,-6.224,1,0.106,0.262,0,0.106,0.858,196.427,"audio_features","7408oKQaAZj6hXOIW6BQRO","spotify:track:7408oKQaAZj6hXOIW6BQRO","https://api.spotify.com/v1/tracks/7408oKQaAZj6hXOIW6BQRO","https://api.spotify.com/v1/audio-analysis/7408oKQaAZj6hXOIW6BQRO",225440,4
0.657,0.77,0,-6.108,1,0.0248,0.0902,0,0.241,0.893,101.077,"audio_features","72p5ju5rUx93B9W1BFz4m5","spotify:track:72p5ju5rUx93B9W1BFz4m5","https://api.spotify.com/v1/tracks/72p5ju5rUx93B9W1BFz4m5","https://api.spotify.com/v1/audio-analysis/72p5ju5rUx93B9W1BFz4m5",228267,4
0.402,0.796,9,-5.331,1,0.0856,0.412,0.0000203,0.204,0.82,174.133,"audio_features","0f74lTa1gKWVETeihlNYIx","spotify:track:0f74lTa1gKWVETeihlNYIx","https://api.spotify.com/v1/tracks/0f74lTa1gKWVETeihlNYIx","https://api.spotify.com/v1/audio-analysis/0f74lTa1gKWVETeihlNYIx",244053,4
0.436,0.726,4,-5.258,1,0.0344,0.0917,0.0000252,0.158,0.721,160.216,"audio_features","00KiQa2U1XH5L2V5os2I0P","spotify:track:00KiQa2U1XH5L2V5os2I0P","https://api.spotify.com/v1/tracks/00KiQa2U1XH5L2V5os2I0P","https://api.spotify.com/v1/audio-analysis/00KiQa2U1XH5L2V5os2I0P",254040,4
0.478,0.68,4,-6.13,1,0.0359,0.00827,0,0.165,0.432,119.849,"audio_features","4LAVwOBbXUOLKlY04pLWiw","spotify:track:4LAVwOBbXUOLKlY04pLWiw","https://api.spotify.com/v1/tracks/4LAVwOBbXUOLKlY04pLWiw","https://api.spotify.com/v1/audio-analysis/4LAVwOBbXUOLKlY04pLWiw",58500,4
